Name,2NDTAG,3RDTAG,Agency,Agent notes for human,Area1,Area2,Artifacts,Contact person,Description,Email,Events,Funding Opportunities,Human notes for agent,LinkedIn,Memes,NewsletterScraper (CA),Ontology,Ontology Tags,Phone number,Projects & Areas,Public Email,SAP,Website,related programs and initiatives
Sacred Contract,,,"network/ecosystem, org",Review: US-based legal/ecological activism; check for relevance to ReFi BCN scope.,,,,,"Sacred Contract is a nonprofit coalition working to restore legal rights of nature and establish indigenous-led guardianship councils. It advocates for 'lands that own themselves,' removing private property exploitation to uphold ecosystem sovereignty.",,,,,,,,,"Rights_of_Nature, Collective_Ownership_Models, Political_Advocacy",,,,,https://www.sacredcontract.earth/,
Terra0,CATBIS,,"network/ecosystem, org","Added CATBIS with confirmation flag: conceptually relevant to commons/ecological governance, but Catalunya-specific connection is indirect.",Ops in Europe,regional,,,"Terra0 is a Berlin-based art and research collective exploring intersections of economy, ecology, and emerging technologies. It proposes speculative models of collective ownership, such as self-utilizing forests managed by smart contracts, to rethink agency and resource stewardship.",,,,,,"Eco Social Transition, Regeneration",,"Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21), Art_and_Storytelling (https://app.notion.com/p/Art_and_Storytelling-3331441510e181ba993ecde5ccf02fac?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21), Rights_of_Nature (https://app.notion.com/p/Rights_of_Nature-3331441510e181b0a616cb73fd4d52c8?pvs=21)",collective ownership; ecological art; resource stewardship; commons governance; self-owning forest; speculative economy,,,,"Berlin-based art and research collective exploring economy, ecology, emerging technologies, collective ownership, and resource stewardship through speculative models such as self-utilizing forests. Relevant to CATBIS as an experimental reference for commons governance, collective ownership, ecological imaginaries, and regenerative/alternative economic design, though Catalunya-specific relevance is indirect.",https://terra0.org/,
orgagynga,,,org,,,,,,,,,,,,,,,,,,,,,
Senyor de les gallines - Raoul Ferrer i Fernandez,,,ind,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/senyor_de_les_gallines/,
Andrea Lekker,,,ind,"Context from page body: Italian person met at Las Acacias, interested in knowing more about ReFi/BioFi, working for Allianz as data scientist.",,,,,Individual contact met at Las Acacias; works as a data scientist at Allianz and is interested in learning more about ReFi / BioFi.,,,,,,,,,,+34 649 56 74 90,,,,,
Alveare - Emporio di Comunita’,,,org,"First batch enrichment: website indicates cooperative/community shop in Conegliano, Italy. Contact found on site: mailto:info@alvearemporio.it; phone 0438 68 99 85. Review whether contact details should be stored in individual/contact rows or left in Notes.",,,,,"Alveare Emporio di Comunità is a community cooperative / emporium in Conegliano focused on fair, sustainable, and participatory daily shopping. It promotes responsible consumption, quality products, and cooperative alternatives to large-scale retail.",,,,,,,,"Community_Food_Access (https://app.notion.com/p/Community_Food_Access-3331441510e1817daf1efe81df7ef31c?pvs=21), Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21)",,,,,,https://www.alvearemporio.it/,
Ebru Kaya and Andre,,,ind,,,,,,,,,,,,,,,,,,,,,
Regenerative Earth,CATBIS,,org,"Added CATBIS with confirmation flag: strong regeneration/TEK relevance, but Catalunya-specific relevance is indirect.",international,regional,,,"Regenerative Earth is a US-based nonprofit working globally to preserve biological diversity and indigenous wisdom in keystone ecosystems. It runs a Regenerative Economy Lab, organizes retreats and workshops, and supports land stewardship through conservation and indigenous guardianship.",,,,,,"Bioregionalism, Regeneration",,"Habitat_Connectivity (https://app.notion.com/p/Habitat_Connectivity-3331441510e18102979cd784e7b26d42?pvs=21), Traditional_Ecological_Knowledge (https://app.notion.com/p/Traditional_Ecological_Knowledge-3331441510e181259b3ad2370358bb34?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Learning_Programs (https://app.notion.com/p/Learning_Programs-3331441510e181f48fccd81f52b7a58f?pvs=21), Ecosystem Regeneration (https://app.notion.com/p/Ecosystem-Regeneration-3331441510e1816d83f1e6eb4734ef50?pvs=21)","Habitat_Connectivity, Traditional_Ecological_Knowledge, Network_Weaving",,,,"US-based nonprofit working globally on biodiversity preservation, Indigenous wisdom, regenerative economy learning, retreats, workshops, conservation, and land stewardship. Relevant to CATBIS as an international reference for ecosystem regeneration, traditional ecological knowledge, conservation, and regenerative economy work, but not specifically Catalan.",http://www.regenerativeearth.org,
Certifood,CATBIS,,org,"Added CATBIS with confirmation flag: relevant to regenerative agri-food certification, but Catalunya-specific relevance is not yet clear.",Ops in Spain,regional,,,"Spanish agri-food certification body specialized in auditing and certifying food products and quality systems, including agri-food standards and regenerative-food certification processes.",,,,,,Bioeconomy,,"Formal_Scientific_Process (https://app.notion.com/p/Formal_Scientific_Process-3331441510e181298bb3ee02c9dad9da?pvs=21), Knowledge_Artefacts (https://app.notion.com/p/Knowledge_Artefacts-3331441510e181af8b5ac77d9bd2ab97?pvs=21), Value_Chain_Development (https://app.notion.com/p/Value_Chain_Development-3331441510e181b0bf6efa361478dbf2?pvs=21), Regenerative_Agriculture (https://app.notion.com/p/Regenerative_Agriculture-3331441510e181a3a4c8d5e5948fe526?pvs=21)",agri-food certification; food quality systems; regenerative food certification; standards; auditing; Spain,,,certifood@certifood.org,"Spanish agri-food certification body involved in auditing and certifying food products and quality systems, including regenerative-food certification processes. Relevant to CATBIS as agri-food standards/certification infrastructure for bioeconomy and regenerative food-system transition, though its Catalunya-specific role should be confirmed.","https://www.certifood.org/ ",
Louise Buss,,,ind,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/in/louise-buss-08565567/,
https://www.ecologistasenaccion.org/358766/ecologistas-en-accion-lleva-ante-el-tribunal-general-de-la-ue-los-seis-proyectos-mineros-declarados-estrategicos-por-la-comision-europea/,CATBIS,,"network/ecosystem, org",Added CATBIS with confirmation flag: strong environmental/ecosocial relevance; Catalunya-specific local federation/link should be reviewed.,"Ops in Catalunya, Ops in Spain",regional,,,"Ecologistas en Acción is a Spanish confederation of environmental groups coordinating grassroots campaigns on climate, biodiversity, energy, mining, water, and urbanism. It operates through regional federations and local groups across Spain, producing research and policy advocacy.",,,,,,"Eco Social Transition, Regeneration",,"Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Governance_Bodies (https://app.notion.com/p/Governance_Bodies-3331441510e181688959d5e2a5457fc6?pvs=21), Ecological_Monitoring (https://app.notion.com/p/Ecological_Monitoring-3331441510e1816ba8f8c71a168a276e?pvs=21), Water_Management (https://app.notion.com/p/Water_Management-3331441510e181288124c49fd649d9ba?pvs=21)",environmental advocacy; climate justice; biodiversity; water; energy; grassroots movements; Spain,,,,"Spanish confederation of grassroots environmental groups coordinating campaigns and policy advocacy on climate, biodiversity, energy, mining, water, urbanism, and ecological justice. Relevant to CATBIS as a Spain/Catalunya-facing environmental movement infrastructure actor and advocacy reference for ecosocial transition.",https://www.ecologistasenaccion.org/,
Oleada por Regeneracion,CATBIS,,"network/ecosystem, org",Added CATBIS with confirmation flag: strong Spanish regenerative-network relevance; Catalunya-specific participation should be checked.,Ops in Spain,regional,,,"Oleada por la Regeneración is an open collaborative platform facilitating the transition to a regenerative world. It connects communities, organizations, and territories with solutions, knowledge, tools, and action groups for environmental and social transformation across Spain.",,,,,,"Bioregionalism, Eco Social Transition, Regeneration",,"Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Learning_Programs (https://app.notion.com/p/Learning_Programs-3331441510e181f48fccd81f52b7a58f?pvs=21), Participatory_Planning_and_Strategies (https://app.notion.com/p/Participatory_Planning_and_Strategies-3331441510e181b09adbd91296317ceb?pvs=21), Peer_Learning (https://app.notion.com/p/Peer_Learning-3331441510e1811fa2ebc276ab53a2f6?pvs=21)",regenerative transition; network weaving; learning programs; collaborative platform; action groups; Spain,,,,"Open collaborative platform facilitating transition toward a regenerative world by connecting communities, organizations, territories, tools, knowledge, and action groups across Spain. Relevant to CATBIS as Spanish/Iberian network-weaving and learning infrastructure for regenerative transition, with potential usefulness for Catalan regenerative actors.",https://hoperevolution.earth/oleada-por-la-regeneracion/,
Yuuki Hosoya,,,ind,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/in/yuuki-h-63b55813b/,
AEF Asociación Española Fundaciones,,,"network/ecosystem, org","Spain-wide foundation sector association (1,000+ members). Runs 'Fundaciones por el Clima' climate initiative. Contact: info@fundaciones.org, 91 310 63 09, Madrid. Review: national scope; confirm whether Catalan chapter relationship exists for CRM prioritization.",,,,,"AEF (Asociación Española de Fundaciones) is an independent membership body representing 1,000+ foundations in Spain. It supports the sector through advocacy plus legal/tax/accounting advisory, training and transparency tools, and it curates directories, documentation, news, and calls/opportunities for collaboration and impact.",,,,,,,,"Legal Stewardship (https://app.notion.com/p/Legal-Stewardship-3331441510e18180a759ec698a17c928?pvs=21), Agreements_and_Legal_Instruments (https://app.notion.com/p/Agreements_and_Legal_Instruments-3331441510e1811ba1d4c64c72d8c6f4?pvs=21), Grants_Programs (https://app.notion.com/p/Grants_Programs-3331441510e18166b8a7ffb8c528af98?pvs=21), Knowledge_Artefacts (https://app.notion.com/p/Knowledge_Artefacts-3331441510e181af8b5ac77d9bd2ab97?pvs=21), Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21)","Network_Weaving, Political_Advocacy, Governance_Bodies",,,,,https://fundaciones.org/,
ACTE Asamblea Catalana por la Transicion social,CATBIS,"Energy, Food, Social, Water","network/ecosystem, org",,"Ops in Catalunya, catalan",regional,,,"ACTE (Assemblea Catalana per la Transició Ecosocial) is a Catalan coalition of movements, collectives, organizations, and individuals. It pushes a just, democratic ecosocial transition (ecofeminist + global justice) and aligns actors around shared narratives, demands, mobilization, and political action.",,,,,,"Eco Social Transition, Regeneration",,"Community Governance (https://app.notion.com/p/Community-Governance-3331441510e18140bdbaddbb869636fc?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Participatory_Planning_and_Strategies (https://app.notion.com/p/Participatory_Planning_and_Strategies-3331441510e181b09adbd91296317ceb?pvs=21), Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21), Congressing_and_Events (https://app.notion.com/p/Congressing_and_Events-3331441510e181f583c4c99618834d4e?pvs=21)","Political_Advocacy, Network_Weaving, Participatory_Planning_and_Strategies",,,,"Catalan ecosocial-transition coalition aligning movements, collectives, organizations, and citizens around just, democratic, ecofeminist and global-justice transition. Relevant to CATBIS as movement/policy infrastructure for ecosocial transition, political advocacy, mobilization, and network coordination in Catalunya.",https://assembleaecosocial.cat/,
